index,name,year,composer,type
2613,Pitt-Payne/Corona March.mid,1911,"Ford, Abbie A.",M
2614,Pitt-Payne/Coronado Nights.mid,1927,"Berger, Herb , Nordberg, Harry & Stoval, Joe",S
2616,Pitt-Payne/Coronation Rag.mid,1953,"Atwell, Winifred",Y
2621,Pitt-Payne/Cosey Rag  The.mid,1911,"Brooks, Shelton",S
2635,Pitt-Payne/Cotton Blossom Time.mid,1914,"Wenrich, Percy",S
2644,Pitt-Payne/Cotton Hollow Harmony.mid,1918,"Whiting, Richard A.",S
2662,Pitt-Payne/Cotton States Rag.mid,1910,"McKnight, Annie Ford",R
2682,Pitt-Payne/Country Club.mid,1909,"Joplin, Scott",R
2708,Pitt-Payne/Crab Apples.mid,1908,"Wenrich, Percy",R
2735,Pitt-Payne/Crazy Blues.mid,1920,"Bradford, Perry",S
2750,Pitt-Payne/Crazy Rhythm.mid,1928,"Kahn, Roger Wolfe & Meyer, Joseph ",S
2792,Pitt-Payne/Critics' Blues  The.mid,1919,"Sloane, A. Baldwin",S
2802,Pitt-Payne/Cross The Great Divide.mid,1913,"Meyer, George W.",S
2803,Pitt-Payne/Cross The Mason Dixon Line.mid,1913,"Marshall, Henry I.",S
2821,Pitt-Payne/Cuban Cake Walk.mid,1901,"Brymn, James Tim",R
2827,Pitt-Payne/Cubanola Glide  The .mid,1909,"Von Tilzer, Harry",S
2829,Pitt-Payne/Cubistic Rag.mid,1927,"Cobb, George L.",N
2833,Pitt-Payne/Cucumber Rag.mid,1910,"Polla, William C. (as Powell, W. C.)",M
2834,"Pitt-Payne/Cuddle Up A Little Closer, Lovey Mine.mid",1908,"Hoschna, Karl",S
2836,Pitt-Payne/Cuddle Up Honey.mid,1911,"Vodery, Will H.",S
2859,Pitt-Payne/Cute Little Wigglin' Dance  The.mid,1917,"Creamer, Henry S. & Layton, J. Turner",S
2861,Pitt-Payne/Cutter  The.mid,1909,"McClure, Elma Ney",R
2864,Pitt-Payne/Cuttin' Up.mid,1906,"Haskell, Charles G.",R
2912,Pitt-Payne/Daly's Reel.mid,1911,"Daly, Joseph M.",R
2917,Pitt-Payne/Dance And Grow Thin .mid,1917,"Meyer, George W.",S
2936,Pitt-Payne/Dance They Call The Tres Bien  The.mid,1920,"Wessel, Harry E.",S
2960,Pitt-Payne/Dancing 'Round The U.S.A..mid,1915,"Yellen, Jack, Cobb, George L. & Carroll, Harry",S
2940,Pitt-Payne/Dancing At That Georgia Jubilee.mid,1915,"Cohen, Joseph F. ",S
2953,Pitt-Payne/Dancing Fool.mid,1922,"Snyder, Ted",S
2965,Pitt-Payne/Dancing The Jelly Roll.mid,1915,"Paley, Herman ",S
2967,Pitt-Payne/Dancing To The Sugar Tune.mid,1918,"Gilbert, L. Wolfe",S
2973,Pitt-Payne/Dandelion.mid,1909,"Barron, Ted S.",R
2979,Pitt-Payne/Dandy Dan.mid,1909,"Fredericks, Julian",R
3085,Pitt-Payne/Dar's Rag Time In De Moon.mid,1898,"Furth, Seymour",S
3002,Pitt-Payne/Dardanella Blues  The.mid,1920,"Black, Johnny S.",S
3001,Pitt-Payne/Dardanella.mid,1919,"Bernard, Felix & Black, Johnny S.",S
3012,Pitt-Payne/Dark Town Excitement.mid,1900,"Brown, William",M
3018,Pitt-Payne/Darkey Todalo  The.mid,1910,"Jordan, Joe",R
3020,Pitt-Payne/Darkey's Delight  The.mid,1899,"Lapin, Samuel",R
3022,Pitt-Payne/Darkey's Rendezvous  The.mid,1899,"Strobel, Edward",M
3023,Pitt-Payne/Darkey's Wedding March  The.mid,1912,"Koellhoffer, B. A.",R
3036,Pitt-Payne/Darkies Mardi Gras.mid,1906,"Wenzlik, Theodore",M
3042,Pitt-Payne/Darkies Ragtime Ball  The.mid,1912,"Meyer, George W.",S
3071,Pitt-Payne/Darktown Poker Club  The.mid,1914,"Williams, Bert A. & Vodery, Will H.",S
3076,Pitt-Payne/Darktown Strutters' Ball  The.mid,1917,"Brooks, Shelton",N
3097,Pitt-Payne/Dat Possum Rag.mid,1910,"Schwartz, Phil",S
3099,Pitt-Payne/Dat's De Way To Spell Chicken.mid,1902,"Perrin, Sydney L. & Slater,Bob",S
3100,Pitt-Payne/Dat's Harmony.mid,1911,"Williams, Bert A.",S
3101,Pitt-Payne/Dat's It.mid,1903,"Lutz, Sebastian",R
3102,Pitt-Payne/Dat's Ma Honey Sho's Yo' Born.mid,1912,"Jordan, Joe",S
3106,Pitt-Payne/Dat's-a My Gal.mid,1911,"Berlin, Irving",S
3128,Pitt-Payne/Dear Old Southland.mid,1921,"Layton, J. Turner ",S
3137,Pitt-Payne/Deed I Do.mid,1901,"Edmonds, Shepard N.",S
3149,Pitt-Payne/Deiro Rag.mid,1913,"Deiro, Guido (arr. Schultz, Herman E.)",R
3150,Pitt-Payne/Del Mar Rag.mid,1945,"Sullivan, Joe",N
3163,Pitt-Payne/Delta Rag  The.mid,1913,"Birdsong, Virginia A. ",R
3175,Pitt-Payne/Dere's Jazz In Dem Dere Horns.mid,1936,"Castleton, Pat & Williams, Spencer",S
3180,Pitt-Payne/Desecration.mid,1914,"Arndt, Felix",R
3201,Pitt-Payne/Devilish Rag  The.mid,1908,"Roberts, Lew",R
3225,Pitt-Payne/Diana.mid,1902,"Luders, Gustav",S
3241,Pitt-Payne/Dill Pickles .mid,1910,"Johnson, Charles L.",S
3260,Pitt-Payne/Ding-Toes.mid,1920,"Caddigan, Jack & Story, ""Chick""",S
3269,Pitt-Payne/Diplomat Rag.mid,1910,"Hickman, William H.",R
3279,Pitt-Payne/Dis Aint No Time For An Argument.mid,1906,"Johnson, J. Rosamond ",S
3301,Pitt-Payne/Diving Darlings.mid,1922,"Markgraf, Al J. ",R
3307,Pitt-Payne/Dixie Beauty.mid,1908,"Barron, Ted S.",M
3316,Pitt-Payne/Dixie Dan.mid,1907,"Furth, Seymour",S
3317,Pitt-Payne/Dixie Darlings.mid,1907,"Wenrich, Percy",R
3326,Pitt-Payne/Dixie Flyer.mid,1901,"Henrich, A. E.",R
3329,Pitt-Payne/Dixie Is Dixie Once More.mid,1919,"Pinkard, Maceo",S
3330,Pitt-Payne/Dixie Jingles.mid,1909,"Reeg, Jnr, George A.",M
3331,Pitt-Payne/Dixie Kicks.mid,1908,"Wenrich, Percy",R
3342,Pitt-Payne/Dixie Queen.mid,1906,"Hoffman, Robert",R
3344,Pitt-Payne/Dixie Rag  The.mid,1913,"Giblin, Irene M.",R
3346,Pitt-Payne/Dixie Rose.mid,1913,"Hof, George A.",S
3351,Pitt-Payne/Dixie Twilight.mid,1909,"Johnson, Charles L.",M
3352,Pitt-Payne/Dixie Volunteers  The.mid,1917,"Ruby, Harry & Leslie, Edgar",S
3353,Pitt-Payne/Dixieland.mid,1902,"Haines, Chauncey",M
3372,Pitt-Payne/Do It Again.mid,1912,"Berlin, Irving",S
3374,Pitt-Payne/Do The Funny Fox Trot.mid,1914,"Carroll, Earl  & Carroll, Harry",S
3376,Pitt-Payne/Do You Ever Think Of Me.mid,1920,"Burtnett, Earl",S
3377,Pitt-Payne/Do Your Duty Doctor!.mid,1909,"Snyder, Ted",S
3381,Pitt-Payne/Doctor Jazz.mid,1927,"Oliver, Joe ""King""",S
3398,Pitt-Payne/Dogzigity.mid,1910,"Taylor, Billie",R
3417,Pitt-Payne/Dolly Bar Rag  The.mid,1919,"Galbreth, W. E.",S
3430,Pitt-Payne/Don Caesar De Bazan.mid,1909,"Reese, Hans F.",M
3441,Pitt-Payne/Don't Bring Me Posies.mid,1921,"Rose, Fred",S
3451,Pitt-Payne/Don't Leave Me Daddy.mid,1916,"Verges, Joseph M.",S
3461,Pitt-Payne/Don't Take Away Those Blues.mid,1920,"McKiernan, Joe & Spencer, Norman",S
3465,Pitt-Payne/Don't Tell Your Monkey Man.mid,1919,"Johnson, Lukie & Koehler, Ted",S
3484,Pitt-Payne/Dora.mid,1904,"Johnson, Lee",S
3494,Pitt-Payne/Double Fudge.mid,1902,"Jordan, Joe",R
3507,Pitt-Payne/Down Among The Sheltering Palms .mid,1915,"Olman, Abe",S
3508,Pitt-Payne/Down Among The Sugar Cane.mid,1908,"Mack*, Cecil & Smith, Chris",S
3510,Pitt-Payne/Down At Jasper Johnson's Jamboree.mid,1914,"Wilkens, Verna",S
3524,Pitt-Payne/Down Home Rag .mid,1913,"Sweatman, Wilbur C. S.",S
3525,"Pitt-Payne/Down Home Shout, A.mid",1907,"Carle, Herman",R
3526,Pitt-Payne/Down Honolulu Way.mid,1916,"Burtnett, Earl & Burke, Jos. A.",S
3533,Pitt-Payne/Down In Jungle Town.mid,1908,"Morse, Theodore F.",S
3536,Pitt-Payne/Down In Mobile.mid,1904,"Guy, Harry P.",M
3548,Pitt-Payne/Down On De Levee.mid,1912,"Cobb, George L.",S
3553,Pitt-Payne/Down Souf' In Alabama.mid,1898,"Janssen, Benjamin H.",R
3556,Pitt-Payne/Down South Everybody's Happy.mid,1917,"Paley, Herman",S
3559,Pitt-Payne/Down Town Rag  The .mid,1923,"Signorelli, Frank",S
3539,Pitt-Payne/Down in Ragtime Town.mid,1914,"Bennett, Billy",S
3571,Pitt-Payne/Drake's Cake Walk.mid,1909,"Kendall, Edwin F. ",R
3592,Pitt-Payne/Dreams Of Old Kentucky.mid,1897,"Lang, G. O.",M
3598,Pitt-Payne/Dreamy Eyes.mid,1902,"Lampe, J. Bodewalt",M
3625,Pitt-Payne/Du-Dah.mid,1919,"Brennan, Leo & Williams, Roy",S
3617,Pitt-Payne/Dublin Daisies.mid,1909,"Wenrich, Percy",I
3629,Pitt-Payne/Dumbell.mid,1922,"Confrey, Zez",S
3634,Pitt-Payne/Duskey Maids.mid,1902,"Lander, Minnie G.",M
3639,Pitt-Payne/Dusky Dinah.mid,1899,"Sullivan, Dan J.",M
3642,Pitt-Payne/Dusky Dudes .mid,1899,"Schwartz, Jean",S
3644,Pitt-Payne/Dusky Maiden.mid,1903,"Morse, Theodore F. & Spencer, Fred",R
3646,Pitt-Payne/Dusky Salome  The.mid,1908,"Jerome, Benjamin M.",S
3647,Pitt-Payne/Dusky Stevedore.mid,1928,"Johnson, James P.",S
3648,Pitt-Payne/Dusky Troopers.mid,1900,"Hardy, Will",M
3649,Pitt-Payne/Dust 'Em Off.mid,1920,"Cobb, George L.",R
3693,Pitt-Payne/Easy Mark    An.mid,1899,"Speck, Samuel H.",R
3702,Pitt-Payne/Easy Stepper's Ball.mid,1920,"Duke, Wilfred",S
3711,Pitt-Payne/Ebony Echoes.mid,1915,"Walker, Dan",R
3712,Pitt-Payne/Ebony Flyer  The.mid,1903,"Pendleton, E. H.",M
3713,Pitt-Payne/Ebony Funeral  The.mid,1894,"Lexhoizt, Carl",R
3729,Pitt-Payne/Echoes From Old Mobile.mid,1899,"Petry, Walter E.",M
3754,Pitt-Payne/Educator Rag  The.mid,1912,"Brandon, Clarence E. ",S
3763,Pitt-Payne/Egyptian Rag.mid,1910,"Wenrich, Percy",R
3768,Pitt-Payne/Eight O'Clock Rush  The.mid,1911,"Rudisill, Bess E.",R
3780,Pitt-Payne/Electric Park Rag.mid,1912,"Ledies, Jean",R
3798,Pitt-Payne/Eli Green's Cake Walk.mid,1898,"Koninsky, Sadie",M
3814,Pitt-Payne/Ellington Two-Step  The.mid,1898,"Bennett, E. K. ",R
3869,Pitt-Payne/Eskimo Rag.mid,1912,"Botsford, George",S
3880,Pitt-Payne/Esther.mid,1915,"Reichstein, David",R
3886,Pitt-Payne/Ethiopian Mardi Gras    An.mid,1899,"Levi, Maurice",M
3905,Pitt-Payne/Europe's Ragtime Band.mid,1915,"Muse, Clarence E.",S
3983,Pitt-Payne/Ev'ry Morn I Bring Her Chicken.mid,1903,"Geary, T. Mayo",S
3934,Pitt-Payne/Everybody Calls Me Honey.mid,1919,"Straight, Charles",S
3938,Pitt-Payne/Everybody Loves My Girl.mid,1914,"Brown, Lew & Ayer, Nat D.",S
3944,Pitt-Payne/Everybody Step.mid,1921,"Berlin, Irving",S
3952,Pitt-Payne/Everybody's Crazy Over Dixie.mid,1919,"Donaldson, Will & Cowan, Rubey",S
3954,Pitt-Payne/Everybody's Doing It Now.mid,1911,"Berlin, Irving",S
3969,Pitt-Payne/Everything In America Is Ragtime.mid,1915,"Berlin, Irving",S
3972,Pitt-Payne/Everything Is Peaches Down In Georgia.mid,1918,"Ager, Milton & Meyer, George W.",S
3993,Pitt-Payne/Exactly Like You.mid,1930,"McHugh, Jimmy",S
4027,Pitt-Payne/Fairy Queen.mid,1907,"Wenrich, Percy",I
4035,Pitt-Payne/Falling.mid,1922,"Collins, Will, Cameron, Ed & Fields, Buddy",S
4047,Pitt-Payne/Fanatic Rag  The.mid,1911,"Tierney, Harry Austin",R
4049,Pitt-Payne/Fancy You Fancying Me.mid,1916,"Lee, Bert & Weston R.  P.",S
4074,Pitt-Payne/Fascinating Rhythm.mid,1924,"Gershwin, George",S
4079,Pitt-Payne/Fashion Rag.mid,1912,"Cohen, Charles",R
4093,Pitt-Payne/Faun  The.mid,1921,"Cobb, George L.",I
4107,Pitt-Payne/Felix Rag.mid,1910,"McSkimming, H. H.",R
4113,Pitt-Payne/Fesia.mid,1904,"Dixon, Will H.",S
4129,Pitt-Payne/Fiddle Sticks.mid,1910,"Wilson, Florence",R
4149,Pitt-Payne/Fifty-Fifty.mid,1914,"Smith, Chris",S
4177,Pitt-Payne/Finger Wrecker  The.mid,1922,"Dixon, Bert",N
4185,Pitt-Payne/Fire Cracker Rag.mid,1911,"Held, William",R
4207,Pitt-Payne/First Wench Done Turned White  The.mid,1897,"Rogers, Ed",R
4217,Pitt-Payne/Five Little Brown Jugs Rag.mid,1909,"O'Connor, Lawrence B.",R
4231,Pitt-Payne/Flapper Blues  The.mid,1922,"Alterman, Bob & Johnson, Claude",S
4264,Pitt-Payne/Floatin' Down To Cotton Town.mid,1919,"Klickmann, Frank Henri",S
4268,Pitt-Payne/Floating Down The River.mid,1913,"White, James ""Slap""",S
4280,"Pitt-Payne/Florida Cracker, A.mid",1898,"Brooks, Ellis",R
4286,Pitt-Payne/Flower Girl.mid,1907,"Wenrich, Percy",R
4292,Pitt-Payne/Fluffy Ruffle Girls Rag.mid,1908,"Davis, Marian I.",R
4302,Pitt-Payne/Fly Paper Rag.mid,1909,"Lee, A. Lorne",R
4304,Pitt-Payne/Flyer  The.mid,1908,"Aufderheide, Frieda",R
4312,Pitt-Payne/Flying Lady  The.mid,1916,"Pieper, Alex",S
4325,Pitt-Payne/Fontella Rag.mid,1907,"Smith, Ethyl B.",R
4337,Pitt-Payne/Footprints.mid,1909,"Gilman, C. A.",M
4361,Pitt-Payne/Forest Queen.mid,1913,"Straight, Charles",S
4421,Pitt-Payne/Franco-American Rag  The .mid,1909,"Schwartz, Jean",S
4429,Pitt-Payne/Frat.mid,1910,"Barth, John F.",M
4434,Pitt-Payne/Freaks Of Blackville.mid,1899,"Dalbey, Clarence W.",M
4438,Pitt-Payne/Fred Heltman's Rag.mid,1918,"Heltman, Fred",R
4455,Pitt-Payne/Frenchy-Koo.mid,1919,"Pinkard, Maceo",S
4470,"Pitt-Payne/Friend Of Mine Told A Friend Of Mine, A.mid",1906,"Kendis, James & Paley, Herman",S
4487,Pitt-Payne/Frisco's Kitchen Stove Rag.mid,1918,"Morgan, Jimmy ",S
4530,Pitt-Payne/From Soup To Nuts.mid,1914,"Arndt, Felix",R
4549,Pitt-Payne/Full Moon  The.mid,1909,"Carew, Roy J.",R
4556,Pitt-Payne/Fun In A Barber Shop.mid,1908,"Wynne, Jesse M.",M
4560,Pitt-Payne/Fun-Bob.mid,1907,"Wenrich, Percy",R
4564,Pitt-Payne/Funny Bones.mid,1909,"Woolsey, Calvin Lee",R
4580,Pitt-Payne/Fussy Flossy.mid,1908,"Hagedon, Charles H.",R
4583,Pitt-Payne/Futurist Twirl  The.mid,1913,"Burch, Edwin",S
4591,Pitt-Payne/Gaby Glide  The .mid,1911,"Hirsch, Louis A.",S
4603,Pitt-Payne/Galli-Curci Rag  The.mid,1918,"Romberg, Sigmund",S
4609,Pitt-Payne/Gambling Man The.mid,1902,"Schwartz, Jean",S
4638,Pitt-Payne/Gasoline.mid,1913,"Pratt, Paul Charles",S
4656,Pitt-Payne/Gee! But I Like Music With My Meals.mid,1911,"Ayer, Nat D.",S
4662,"Pitt-Payne/Gee, Kid! But I Like You.mid",1909,"Lamb, Joseph F.",S
4679,Pitt-Payne/Georgette.mid,1922,"Henderson, Ray",S
4689,Pitt-Payne/Georgia Giggle  The.mid,1918,"Livernash, Will L.",R
4695,Pitt-Payne/Georgia Jingles.mid,1907,"Wenrich, Percy",R
4696,Pitt-Payne/Georgia Land.mid,1912,"Carroll, Harry",S
4680,Pitt-Payne/Georgia.mid,1922,"Donaldson, Walter",S
4717,Pitt-Payne/German Cake-Walk  The.mid,1903,"Rubens, Paul A.",R
4737,Pitt-Payne/Get Your Money's Worth.mid,1897,"Jones, Irving",S
4747,Pitt-Payne/Ghost Of The Banjo Coon  The.mid,1900,"Caldwell, Anna",S
4752,Pitt-Payne/Ghost Of The Ukulele  The.mid,1916,"Brockman, James & Smith, Jack",S
4753,Pitt-Payne/Ghost Of The Violin  The.mid,1912,"Snyder, Ted",S
4788,Pitt-Payne/Give Cinda The Cake.mid,1898,"Metz, Theo. A.",M
4793,"Pitt-Payne/Give Me Rag, Rag, Rag.mid",1901,"Orth, Frank",S
4795,Pitt-Payne/Give Me The Good Old Days.mid,1919,"Van Alstyne, Egbert",S
4796,Pitt-Payne/Give Me The Sultan's Harem.mid,1919,"Silver, Abner",S
4799,Pitt-Payne/Give Us A Ragtime Tune.mid,1910,"Hubbell, Raymond",S
4807,Pitt-Payne/Glad Rag Doll.mid,1929,"Dougherty, Dan & Ager, Milton",S
4845,Pitt-Payne/Go To It.mid,1917,"Ossman, Vess L.",R
4851,Pitt-Payne/Goblin's Glide    De.mid,1911,"Kern, Jerome",S
4869,Pitt-Payne/Going To Pieces.mid,1915,"Kaffer, Karl",R
4870,Pitt-Payne/Going Up.mid,1917,"Hirsch, Louis A.",S
4871,"Pitt-Payne/Going, Going, Gone.mid",1906,"Von Tilzer, Albert",S
4903,Pitt-Payne/Gondolier  The.mid,1903,"Polla, William C. (as Powell, W. C.)",I
4908,Pitt-Payne/Good Advice.mid,1906,"Kendis, James & Paley, Herman",S
4914,Pitt-Payne/Good Bye Eliza Jane.mid,1903,"von Tilzer, Harry",S
4915,"Pitt-Payne/Good Bye, Booze!.mid",1901,"Havez, Jean C.",S
4924,"Pitt-Payne/Good Man Is Hard To Find, A.mid",1918,"Green, Eddie",S
4926,"Pitt-Payne/Good Morning, Mr Zip-Zip-Zip!.mid",1918,"Lloyd, Robert",S
4959,Pitt-Payne/Good-Bye Mr Ragtime.mid,1908,"Schwartz, Jean",S
4962,Pitt-Payne/Good-Bye Rag.mid,1920,"Colby, Carleton Lee",R
4964,Pitt-Payne/Good-Bye Summer! So Long Fall! Hello Wintertime!.mid,1913,"Wenrich, Percy",S
4948,Pitt-Payne/Good-bye Alexander.mid,1918,"Creamer, Henry S. & Layton, J. Turner ",S
4953,"Pitt-Payne/Good-bye Broadway, Hello France!.mid",1917,"Baskette, Billy",S
4957,Pitt-Payne/Good-bye Mister Caruso.mid,1909,"Piantadosi, Al",S
4958,Pitt-Payne/Good-bye Mister Greenback.mid,1906,"Allen, Thomas S.",R
4963,Pitt-Payne/Good-bye Ragtime.mid,1918,"Morgan, Carey",S
4967,"Pitt-Payne/Good-bye, Wild Women, Good-bye.mid",1919,"Meyer, George W.",S
4971,"Pitt-Payne/Goody, Goody, Goody, Goody, Good.mid",1912,"Berlin, Irving",S
4975,Pitt-Payne/Goose Step  The.mid,1915,"Platzmann, Eugene",R
4985,Pitt-Payne/Got To Cool My Puppies Now.mid,1922,"Schafer, Bob, Thompson, Babe & Williams, Spencer",S
5002,Pitt-Payne/Grand Old Booker T..mid,1916,"Thomas, Joe T.",S
5053,Pitt-Payne/Green Mill Rag  The.mid,1917,"Henry, Marcella A.",R
5068,Pitt-Payne/Grieving For You.mid,1920,"Gibson, Joe, Ribaud, Joe & Gold, Joe",S
5071,Pitt-Payne/Grizzly Bear .mid,1910,"Botsford, George",S
5070,Pitt-Payne/Grizzly Bear.mid,1910,"Botsford, George",R
5075,Pitt-Payne/Growls Rag.mid,1911,"Cooper, Alfred H.",R
5092,Pitt-Payne/Gunpowder Rag.mid,1910,"Spangler, Roy W.",R
5097,Pitt-Payne/Gypsy Blues.mid,1921,"Sissle, Noble & Blake, Eubie",S
5118,Pitt-Payne/Hallelujah Rag.mid,1912,"Esberger, Walter",S
5143,Pitt-Payne/Handle Me With Care.mid,1907,"Schwartz, Jean",S
5159,Pitt-Payne/Hannah's Promenade.mid,1897,"Ellis, Jacob Henry",M
5164,Pitt-Payne/Hap-Hazard.mid,1901,"Wiley, Winthrop",M
5173,"Pitt-Payne/Happy Coon From Dixie, A.mid",1901,"Ford, Abbie A.",R
5177,Pitt-Payne/Happy Days Are Here Again.mid,1929,"Ager, Milton",S
5175,Pitt-Payne/Happy Days.mid,1907,"Levi, Maurice",M
5189,"Pitt-Payne/Happy Group, A.mid",1908,"Cobb, George L.",P
5191,Pitt-Payne/Happy Hayseed  The.mid,1903,"Rolfe, Walter",M
5194,Pitt-Payne/Happy Hopper.mid,1906,"Williams, Mamie E.",R
5199,Pitt-Payne/Happy Hours In Coontown.mid,1899,"Brown, Charles B. ",R
5208,Pitt-Payne/Happy Little Country Girl.mid,1913,"Berlin, Irving",S
5210,Pitt-Payne/Happy Lulu Rag.mid,1912,"Hart, Alfonso",I
5211,Pitt-Payne/Happy Mose.mid,1899,"Kussel, Phillip",R
5234,Pitt-Payne/Hardwood Rag.mid,1909,"Sight, Jack",R
5261,Pitt-Payne/Harmonious Hiram.mid,1903,"Whitney, James",M
5263,Pitt-Payne/Harmony Blues.mid,1917,"Lampe, J. Bodewalt",F
5267,Pitt-Payne/Harmony Joe.mid,1913,"Schiller, J. A. G.",S
5269,Pitt-Payne/Harmony Rag.mid,1911,"Nichols, Hal G.",R
5277,Pitt-Payne/Harry Fox Trot.mid,1918,"Pollack, Lew",F
5284,Pitt-Payne/Hat He Never Ate  The.mid,1899,"Harney, Ben",S
5289,Pitt-Payne/Haunted House  The.mid,1914,"Berlin, Irving",S
5292,Pitt-Payne/Haunting Rag.mid,1911,"Lenzberg, Julius",R
5295,Pitt-Payne/Havana Rag.mid,1904,"Kirwin, Maurice",R
5298,Pitt-Payne/Have You Seen My Henry Brown?.mid,1905,"Von Tilzer, Albert",S
5302,Pitt-Payne/Hawaiian Butterfly.mid,1917,"Baskette, Billy & Santly, Joseph H.",S
5317,Pitt-Payne/He Promised Me.mid,1911,"Berlin, Irving",S
5318,Pitt-Payne/He Ran Up-stairs.mid,1914,"Kalmar, Bert",S
5321,Pitt-Payne/He Was Always Fooling Around.mid,1904,"Greenberg, Abner",S
5344,Pitt-Payne/He'd Have To Get Under - Get Out And Get Under.mid,1913,"Abrahams, Maurice",S
5387,Pitt-Payne/He's A College Boy.mid,1909,"Morse, Theodore F.",S
5388,Pitt-Payne/He's A Cousin Of Mine.mid,1906,"Smith, Chris & Hein, Silvio",S
5389,Pitt-Payne/He's A Devil In His Own Home Town.mid,1914,"Berlin, Irving",S
5390,Pitt-Payne/He's A Rag Picker.mid,1914,"Berlin, Irving",S
5393,Pitt-Payne/He's Getting Too Darn Big For A One-Horse Town.mid,1916,"Berlin, Irving",S
5394,Pitt-Payne/He's Got My Goat.mid,1912,"Smith, Chris",S
5396,Pitt-Payne/He's My Lovin' Trombone Sam.mid,1914,"Fisher, Luther & Sperzel, Martin",S
5400,Pitt-Payne/He's The World's Best Music Man.mid,1912,"Breuer, Ernest",S
5327,Pitt-Payne/Hear That Orchestra Rag.mid,1912,"Hollander, Joe",S
5328,Pitt-Payne/Hear The Pickaninny Band.mid,1911,"Furth, Seymour",S
5359,Pitt-Payne/Hello Central! Give Me No Man's Land.mid,1918,"Schwartz, Jean",S
5363,Pitt-Payne/Hello! Ma Baby.mid,1899,"Howard, Joseph Edgar",S
5364,"Pitt-Payne/Hello, Hawaii, How Are You ?.mid",1915,"Schwartz, Jean",S
5365,"Pitt-Payne/Hello, Hoosier Town.mid",1916,"East, Edwin S.",S
5371,Pitt-Payne/Hen And The Cow  The.mid,1920,"Meyer, George W.",S
5382,Pitt-Payne/Here Comes My Daddy Now.mid,1912,"Muir*, Lewis F.",S
5383,Pitt-Payne/Here's My Friend.mid,1904,"Snyder, Ted",S
5411,Pitt-Payne/Hey Rube!.mid,1906,"Stokes, Nellie M.",I
5420,Pitt-Payne/Hifalutin Rag.mid,1918,"Lodge, Thomas Henry",R
5424,Pitt-Payne/High Brown Blues.mid,1922,"Yellen, Jack",S
5425,Pitt-Payne/High Cost Of Loving  The.mid,1914,"Meyer, George W.",S
5446,Pitt-Payne/High Yellow.mid,1915,"Klickmann, Frank Henri",R
5448,Pitt-Payne/High-High-High Up In The Hills.mid,1927,"Abrahams, Maurice",S
5454,Pitt-Payne/Hike To The Pike.mid,1904,"Claypoole, Edward B. ",I
5473,Pitt-Payne/Hitchy-Koo.mid,1912,"Abrahams, Maurice  & Muir*, Lewis F.",S
5495,Pitt-Payne/Hog Island Rag.mid,n/a,"Parkes, George & Till, Frederick",S
5500,Pitt-Payne/Hog-Town Pig-aninnies.mid,1899,"Braham, Edmund",R
5503,Pitt-Payne/Hold Up Rag  The.mid,1912,"Van Alstyne, Egbert",S
5511,Pitt-Payne/Holly Rag.mid,1911,"Litzenberger, Raymond",R
5512,Pitt-Payne/Hollyhock.mid,1904,"Bock, William E.",S
5524,Pitt-Payne/Home Again Blues.mid,1921,"Berlin, Irving & Akst, Harry",S
5528,Pitt-Payne/Home Spun Rag.mid,n/a,"Allen, Thomas S.",R
5531,Pitt-Payne/Home Sweet Home Sounds Good To Me.mid,1906,"Von Tilzer, Harry",S
5523,Pitt-Payne/Home.mid,1931,"Van Steeden, Peter, Clarkson, Harry & Clarkson, Jeff",S
5546,Pitt-Payne/Honey Boy  The.mid,1900,"Cadenza, M. ",R
5547,Pitt-Payne/Honey Bug.mid,1910,"Blake, Charlotte",S
5565,Pitt-Payne/Honey Man.mid,1911,"Piantadosi, Al",S
5572,Pitt-Payne/Honey Sal.mid,1911,"Schwartz, Phil",S
5574,"Pitt-Payne/Honey, When It's Sunny.mid",1909,"Blake, Charlotte",S
5576,Pitt-Payne/Honeyland.mid,1909,"Blanke-Belcher, Henrietta",S
5588,Pitt-Payne/Honeysuckle And The Bee  The.mid,1901,"Penn, William H.",S
5591,Pitt-Payne/Honka-Tonk Rag.mid,1910,"Daniels, Charles N. (as L'Albert)",S
5604,Pitt-Payne/Honolula Rag  The.mid,1910,"Van Alstyne, Egbert",S
5606,Pitt-Payne/Honolulu Blues.mid,1923,"Goldstein, Nat",S
5614,"Pitt-Payne/Honolulu, America Loves You.mid",1916,"Cox, Eddie, Clarke, Grant & Monaco, James V.",S
5616,Pitt-Payne/Hoochy-Coochy Rag  The.mid,1914,"Walker, Jnr, J. T.",S
5625,Pitt-Payne/Hoop-e-Kack.mid,1909,"Allen, Thomas S.",R
5636,Pitt-Payne/Hop Lee.mid,1901,"Ephraim, Ellis R.",R
5649,Pitt-Payne/Horse Laugh  The.mid,1909,"Ewing, Sam H.",R
5650,Pitt-Payne/Horse Show  The.mid,1899,"Shelton, Gentry",M
5652,Pitt-Payne/Horseshoe Rag.mid,1911,"Niebergall, Julia Lee",R
5655,Pitt-Payne/Hot Air.mid,1900,"Puderer, John J.",R
5658,Pitt-Payne/Hot Ashes.mid,1909,"Smith, Earl K.",R
5659,Pitt-Payne/Hot Ball.mid,1902,"Bayer, C.",M
5662,Pitt-Payne/Hot Cabbage.mid,1908,"Denney, Homer",R
